Ticker,Name,SECTOR,22년 1분기_PBR,22년 2분기_PBR,22년 3분기_PBR,22년 4분기_PBR,23년 1분기_PBR,23년 2분기_PBR,23년 3분기_PBR,23년 4분기_PBR,24년 1분기_PBR,24년 2분기_PBR,24년 3분기_PBR,24년 4분기_PBR,25년 1분기_PBR,22년 1분기_PER,22년 2분기_PER,22년 3분기_PER,22년 4분기_PER,23년 1분기_PER,23년 2분기_PER,23년 3분기_PER,23년 4분기_PER,24년 1분기_PER,24년 2분기_PER,24년 3분기_PER,24년 4분기_PER,25년 1분기_PER
263770,유에스티,금속,2.32,1.59,1.3,1.23,1.46,1.43,1.27,1.05,0.96,0.84,0.7,0.6,0.6,24.47,16.12,13.19,12.51,14.87,7.91,7.04,5.8,5.34,5.65,4.72,4.05,4.07
263800,데이타솔루션,유통,3.87,3.83,3.01,3.0,4.44,3.32,2.91,2.67,2.88,3.07,2.24,2.21,2.31,201.55,90.94,71.34,71.24,105.27,43.44,38.06,34.95,37.61,64.07,46.71,46.14,48.31
263810,상신전자,전기·전자,1.63,1.46,1.22,1.18,1.24,1.87,1.64,1.29,1.57,1.29,1.11,1.0,0.93,28.45,27.57,23.0,22.25,23.4,68.46,60.0,47.23,57.29,25.01,21.49,19.33,18.13
263860,지니언스,IT 서비스,2.87,2.05,1.85,1.77,2.14,2.42,2.31,2.13,2.45,1.9,1.63,1.66,1.86,26.91,13.27,12.02,11.44,13.86,16.19,15.45,14.28,16.41,15.59,13.35,13.55,15.27
263920,휴엠앤씨,기타제조,1.28,3.78,3.78,1.66,1.4,2.11,2.0,1.87,1.79,1.4,1.31,1.21,1.2,,,,,,81.44,77.01,72.11,69.09,5.5,5.14,4.74,4.71
264450,유비쿼스,전기·전자,1.4,1.14,0.88,0.8,0.8,0.65,0.68,0.74,0.79,0.68,0.58,0.79,0.7,8.87,5.07,3.88,3.55,3.52,4.3,4.52,4.95,5.23,4.34,3.67,5.05,4.43
264660,씨앤지하이테크,기계·장비,1.48,1.31,1.23,1.22,1.27,1.14,1.18,1.1,1.12,1.18,1.05,0.89,1.07,10.81,20.27,19.11,18.91,19.78,6.23,6.46,6.02,6.16,9.71,8.7,7.38,8.87
264850,이랜시스,전기·전자,3.67,2.65,2.31,2.07,2.06,1.87,1.97,3.15,4.44,4.26,3.59,3.15,3.45,29.8,15.6,13.57,12.16,12.15,15.31,16.15,25.79,36.42,39.84,33.52,29.45,32.22
264900,크라운제과,음식료·담배,0.8,0.83,0.71,0.67,0.69,0.58,0.57,0.55,0.55,0.55,0.56,0.51,0.5,7.33,10.14,8.7,8.25,8.43,4.11,4.03,3.94,3.9,4.82,4.93,4.49,4.34
265520,AP시스템,기계·장비,2.58,1.7,1.4,1.42,1.57,1.17,1.07,1.06,1.2,1.32,0.96,0.79,0.82,13.43,5.5,4.54,4.6,5.06,3.85,3.51,3.49,3.95,7.05,5.12,4.24,4.37
265560,영화테크,운송장비·부품,3.77,3.16,2.61,2.12,2.22,2.14,2.01,2.05,1.75,1.48,1.37,1.33,1.24,420.24,65.21,53.8,43.7,45.66,25.26,23.71,24.2,20.71,15.24,14.09,13.63,12.77
265740,엔에프씨,화학,2.36,2.0,1.68,1.35,1.45,1.34,1.33,1.3,1.33,1.2,1.09,0.8,0.74,115.69,18.23,15.31,12.32,13.19,41.02,40.6,39.68,40.59,19.85,17.95,13.17,12.24
267250,HD현대,기타금융,0.58,0.66,0.64,0.69,0.66,0.56,0.59,0.57,0.64,0.66,0.76,0.76,0.76,,,,,,2.98,3.12,3.05,3.43,18.19,21.19,20.94,21.03
267260,HD현대일렉트릭,전기·전자,1.05,1.26,1.59,2.13,2.19,2.19,3.05,3.47,5.29,8.88,10.49,12.06,12.77,,,,,,11.1,15.43,17.56,26.8,35.9,42.42,48.79,51.63
267270,HD현대건설기계,기계·장비,0.63,0.57,0.56,0.72,0.79,0.79,0.96,0.64,0.65,0.64,0.64,0.67,0.82,,6.69,6.56,8.43,9.27,10.35,12.57,8.43,8.56,7.22,7.18,7.53,9.22
267290,경동도시가스,전기·가스,0.38,0.38,0.35,0.39,0.37,0.32,0.3,0.3,0.29,0.27,0.27,0.26,0.25,7.11,6.42,6.01,6.55,6.3,5.24,4.85,4.86,4.73,3.76,3.69,3.56,3.38
267320,나인테크,기계·장비,5.48,5.33,5.6,4.93,4.99,5.23,5.83,5.0,4.69,1.68,1.49,1.2,1.54,,,,,,3506.8,3913.95,3358.08,3147.54,13.63,12.04,9.68,12.47
267790,배럴,섬유·의류,1.74,2.1,1.53,1.36,1.79,2.05,1.85,1.89,1.92,1.54,1.19,1.09,1.15,,,,,,,,,,7.63,5.91,5.43,5.72
267850,아시아나IDT,IT 서비스,1.54,1.24,0.98,0.95,1.15,0.97,0.86,1.05,1.32,1.15,1.06,1.1,0.79,,7.31,5.81,5.62,6.8,18.01,15.94,19.53,24.5,17.23,16.0,16.48,11.88
267980,매일유업,음식료·담배,1.2,0.98,0.85,0.75,0.74,0.69,0.62,0.64,0.59,0.56,0.54,0.5,0.46,8.99,6.73,5.84,5.13,5.1,24.25,21.89,22.35,20.73,5.47,5.25,4.85,4.48
268280,미원에스씨,화학,3.92,3.13,2.95,2.49,2.18,1.83,1.86,1.81,1.77,1.93,1.84,1.85,1.89,29.67,12.83,12.07,10.18,8.93,10.72,10.88,10.62,10.36,38.96,37.1,37.35,38.15
269620,시스웍,의료·정밀기기,1.18,1.96,1.96,1.96,1.96,2.64,2.64,2.64,2.64,,,,,29.29,,,,,,,,,,,,
270520,앱트뉴로사이언스,일반서비스,0.86,1.09,0.97,1.31,1.84,3.95,2.83,7.22,5.8,5.09,3.39,2.94,2.76,,,,,,,,,,,,,
270660,에브리봇,전기·전자,6.43,1.94,3.65,3.32,3.63,3.24,2.73,2.3,5.14,4.25,3.56,2.98,3.24,,10.82,20.33,18.49,20.24,29.04,24.43,20.63,46.07,98.38,82.21,69.01,74.83
270870,뉴트리,음식료·담배,2.61,1.63,1.14,0.89,0.94,0.79,0.66,0.6,0.71,0.87,0.88,0.67,0.51,9.3,7.65,5.34,4.15,4.41,16.18,13.45,12.36,14.57,18.74,19.06,14.55,11.14
271560,오리온,음식료·담배,2.07,1.69,1.84,1.95,2.24,2.07,1.88,1.84,1.5,1.3,1.26,1.39,1.47,14.13,14.47,15.75,16.76,19.26,13.48,12.22,12.0,9.76,9.87,9.54,10.58,11.16
271830,팸텍,기계·장비,,,,,,,,,,1.35,1.04,0.81,0.69,,,,,,,,,,11.85,9.16,7.12,6.08
271940,일진하이솔루스,운송장비·부품,23.92,4.78,4.09,3.77,3.7,3.56,2.99,2.58,2.84,2.71,2.44,2.18,1.78,81.74,142.42,121.95,112.15,110.26,159.22,133.55,115.23,126.76,604.15,543.88,485.15,397.52
271980,제일약품,제약,2.45,2.15,1.84,1.63,1.74,1.78,1.62,1.5,1.56,1.51,1.39,1.2,1.05,60.82,,,,,,,,,47.94,44.22,38.06,33.47
272110,케이엔제이,전기·전자,4.09,2.45,2.13,2.18,2.84,2.97,3.24,2.7,2.68,2.44,2.14,1.78,1.88,,17.33,15.03,15.41,20.07,16.04,17.47,14.55,14.46,14.73,12.94,10.74,11.34
272210,한화시스템,전기·전자,1.9,1.3,1.18,0.95,1.05,1.34,1.32,1.35,1.6,1.6,1.65,1.88,2.68,20.94,24.12,21.91,17.55,19.42,,,,,9.8,10.15,11.56,16.43
272290,이녹스첨단소재,전기·전자,4.54,2.91,2.12,1.86,2.24,2.1,1.99,1.61,1.55,1.55,1.44,1.09,1.28,34.82,10.94,7.96,7.0,8.43,9.46,8.96,7.26,7.0,19.14,17.78,13.51,15.82
272450,진에어,운송·창고,8.08,5.24,4.63,4.33,5.01,7.44,6.75,5.46,5.93,4.73,3.8,3.84,3.54,,,,,,,,,,5.26,4.23,4.27,3.94
272550,삼양패키징,화학,1.09,0.96,0.83,0.76,0.81,0.77,0.73,0.69,0.76,0.74,0.76,0.7,0.62,10.39,10.15,8.83,8.05,8.54,22.53,21.48,20.29,22.38,10.96,11.19,10.29,9.2
273060,와이즈버즈,일반서비스,2.27,1.92,1.5,1.56,1.74,1.39,1.61,1.32,1.56,1.41,1.13,0.96,0.88,,28.2,21.98,22.8,25.46,28.05,32.51,26.65,31.43,75.11,59.91,51.06,46.56
273640,와이엠텍,전기·전자,3.25,3.98,3.87,4.3,4.51,4.18,3.5,2.73,2.61,2.31,2.5,2.06,2.01,21.42,27.39,26.65,29.62,31.06,19.52,16.33,12.75,12.18,20.87,22.57,18.59,18.17
274090,켄코아에어로스페이스,운송장비·부품,3.64,6.38,5.8,6.18,6.96,5.28,4.45,3.91,3.94,2.43,2.4,2.19,2.9,,,,,,61.19,51.5,45.32,45.64,,,,
274400,이노시뮬레이션,IT 서비스,,,,,,,7.81,6.2,6.01,2.54,1.77,1.33,1.3,,,,,,,,,,,,,
275630,에스에스알,IT 서비스,1.58,1.3,1.35,1.45,1.44,1.07,1.04,1.04,1.01,0.81,0.7,0.68,0.65,,19.91,20.69,22.21,22.1,15.76,15.29,15.25,14.77,13.67,11.82,11.42,11.04
276040,스코넥,IT 서비스,,,,,,5.48,3.93,2.97,4.13,2.83,1.76,1.52,2.06,,,,,,,,,,,,,
276730,한울앤제주,음식료·담배,19.71,14.62,11.28,8.55,7.98,15.44,11.95,9.68,10.03,21.51,3.16,1.84,1.55,,,,,,,,,,,,,
277070,린드먼아시아,금융,1.49,1.31,1.15,0.95,1.58,1.53,1.27,1.19,1.5,1.42,1.13,0.89,0.96,14.3,13.21,11.6,9.55,15.92,24.1,19.98,18.72,23.7,22.21,17.57,13.84,15.04
277410,인산가,음식료·담배,1.72,1.49,1.29,1.14,1.18,1.37,1.49,1.21,1.11,1.03,0.92,0.78,0.75,12.66,11.1,9.58,8.48,8.79,18.79,20.46,16.7,15.32,12.49,11.14,9.44,9.06
277810,레인보우로보틱스,기계·장비,46.35,7.99,9.94,11.17,28.82,28.64,36.0,43.08,46.94,25.28,21.19,19.94,46.51,,,,,,293.75,369.2,441.84,481.37,,,,
277880,티에스아이,기계·장비,6.03,5.37,4.47,4.09,4.61,5.31,5.41,4.04,3.53,1.98,1.74,1.44,1.5,,186.83,155.67,142.51,160.32,75.87,77.4,57.81,50.45,,,,
278280,천보,화학,13.18,9.48,7.82,7.87,8.24,6.05,4.76,3.2,2.67,2.55,2.08,1.6,1.28,107.81,61.29,50.57,50.86,53.25,55.51,43.71,29.35,24.49,,,,
278470,에이피알,화학,,,,,,,,,3.95,2.32,2.04,9.41,10.54,,,,,,,,,13.05,5.59,4.92,22.66,25.38
278650,HLB바이오스텝,일반서비스,0.45,10.03,6.96,5.88,4.98,4.32,3.41,2.77,3.67,2.41,1.96,1.62,1.72,2.87,64.18,44.55,37.62,31.88,,,,,,,,
279600,미디어젠,IT 서비스,4.16,3.65,3.4,3.96,4.31,4.18,3.95,4.21,4.9,6.95,5.94,5.98,5.98,,405.87,378.46,440.9,479.72,,,,,,,,
280360,롯데웰푸드,음식료·담배,0.64,0.61,0.64,0.66,0.6,0.47,0.46,0.53,0.55,0.64,0.68,0.52,0.48,18.55,21.62,22.52,23.41,21.39,17.36,17.0,19.73,20.48,18.59,19.66,15.21,13.87
281740,레이크머티리얼즈,화학,7.86,5.37,6.0,5.84,6.94,11.86,13.41,10.41,15.87,12.77,10.14,7.91,8.68,155.63,17.28,19.28,18.77,22.32,37.8,42.73,33.17,50.58,58.13,46.17,36.0,39.54
281820,케이씨텍,의료·정밀기기,1.25,1.08,0.9,0.85,0.96,0.93,1.04,1.12,1.69,1.76,1.76,1.43,1.54,9.86,9.88,8.23,7.82,8.79,7.27,8.13,8.73,13.16,25.11,25.11,20.37,21.96
282330,BGF리테일,유통,4.03,3.9,3.68,4.09,3.96,3.31,2.9,2.46,2.38,1.93,1.78,1.75,1.68,22.89,21.38,20.18,22.4,21.68,16.45,14.4,12.22,11.84,10.58,9.79,9.6,9.2
282690,동아타이어,,0.43,0.47,0.45,0.44,0.43,0.44,0.41,0.43,0.44,0.44,0.46,0.48,,11.95,10.48,10.04,9.88,9.69,6.87,6.52,6.77,6.98,17.37,18.42,19.09,
282720,금양그린파워,건설,,,,,3.79,2.75,2.13,1.91,1.67,1.65,1.34,1.11,1.03,,,,,23.25,22.08,17.09,15.36,13.42,8.7,7.04,5.86,5.45
282880,코윈테크,기계·장비,2.67,2.48,2.21,2.17,2.28,2.41,2.68,2.22,2.07,1.44,1.02,0.95,1.03,101.65,46.34,41.37,40.59,42.68,61.09,68.09,56.35,52.32,18.99,13.51,12.56,13.56
284620,카이노스메드,일반서비스,86.72,104.22,13.43,7.67,11.39,5.78,4.23,3.81,4.34,9.37,10.09,9.16,3.96,,,,,,,,,,,,,
284740,쿠쿠홈시스,일반서비스,1.65,1.12,1.04,1.05,1.0,0.8,0.71,0.69,0.67,0.63,0.61,0.6,0.57,11.12,4.75,4.4,4.46,4.25,4.89,4.31,4.23,4.09,4.54,4.41,4.32,4.11
285130,SK케미칼,화학,2.7,1.15,0.97,0.84,0.76,0.66,0.57,0.56,0.6,0.5,0.44,0.42,0.39,10.05,14.04,11.87,10.24,9.24,7.47,6.43,6.32,6.78,26.86,23.63,22.21,20.55
285490,노바텍,기타제조,5.75,3.23,2.58,1.84,2.16,2.5,2.53,1.93,1.78,1.28,0.94,0.84,1.14,16.33,9.46,7.56,5.39,6.32,19.23,19.41,14.85,13.63,6.66,4.89,4.34,5.93
285800,진영,화학,,,,,,4.67,3.07,2.35,2.42,1.51,1.21,1.02,1.01,,,,,,19.39,12.76,9.77,10.08,,,,
286750,나노실리칸첨단소재,화학,4.47,4.23,3.54,2.48,2.42,4.13,5.29,5.9,5.02,4.25,4.0,3.99,5.25,,,,,,,,,,,,,
286940,롯데이노베이트,IT 서비스,1.4,1.12,0.92,0.82,0.96,1.0,0.92,0.97,1.37,1.11,0.93,0.76,0.72,19.02,13.99,11.53,10.21,11.99,13.88,12.78,13.55,19.16,11.02,9.24,7.6,7.16
287410,제이시스메디칼,,4.24,12.54,10.81,11.49,13.52,8.43,10.73,9.97,7.81,8.86,10.21,10.21,,,42.58,36.7,39.01,45.9,24.69,31.42,29.21,22.87,34.09,39.3,39.3,
288330,브릿지바이오테라퓨틱스,제약,2.88,3.77,3.58,3.54,3.33,2.81,1.82,1.2,1.1,3.55,5.46,7.56,9.59,,,,,,,,,,,,,
288620,에스퓨얼셀,전기·전자,2.38,2.51,2.21,2.22,2.14,2.01,1.69,1.49,1.51,1.52,1.32,0.98,0.88,83.31,35.81,31.48,31.73,30.57,167.6,140.67,123.68,125.53,,,,
288980,모아데이타,IT 서비스,,0.52,4.27,3.34,5.7,3.11,2.36,2.31,2.08,2.15,1.43,1.31,1.12,,6.39,53.02,41.47,70.73,61.66,46.78,45.78,41.25,348.73,232.53,212.12,181.32
289010,아이스크림에듀,오락·문화,1.17,1.1,0.9,0.8,0.93,0.94,0.78,0.71,0.73,1.02,0.82,0.72,0.65,114.84,,,,,78.18,64.73,58.74,60.81,,,,
289080,SV인베스트먼트,금융,3.18,2.84,2.11,1.73,1.75,1.73,1.5,1.45,1.67,1.57,1.3,1.05,0.97,21.63,19.32,13.61,11.15,11.29,11.15,30.45,29.47,33.92,31.85,22.86,18.41,17.04
289220,자이언트스텝,오락·문화,53.18,5.03,4.11,3.34,3.61,3.33,2.43,1.96,2.33,2.04,1.58,1.52,1.44,,,,,,,,,,,,,
290090,트윔,IT 서비스,2.93,1.77,1.68,1.37,1.61,1.54,1.44,1.38,1.31,1.12,0.91,0.84,0.82,46.18,50.79,48.26,39.29,46.21,,,,,25.4,20.49,18.91,18.62
290120,DH오토리드,운송장비·부품,1.29,1.11,1.05,1.01,0.99,0.72,0.61,0.5,0.48,0.55,0.53,0.46,0.43,11.14,8.53,8.1,7.77,7.66,2.59,2.2,1.81,1.74,,,,
290270,휴네시온,IT 서비스,2.07,1.24,1.01,0.99,1.07,1.14,1.11,1.04,1.12,0.96,0.85,0.79,0.78,16.2,3.43,2.81,2.74,2.97,,,,,5.97,5.27,4.9,4.83
290380,대유,화학,1.31,1.14,0.9,0.74,0.78,0.55,0.53,0.53,0.53,0.67,0.67,0.67,0.67,17.34,13.72,10.78,8.87,9.38,,,,,,,,
290520,신도기연,기계·장비,0.95,1.71,1.18,1.26,1.54,1.7,1.24,0.95,0.95,0.88,0.66,0.61,0.6,,66.52,45.89,48.79,59.81,,,,,,,,
290550,디케이티,전기·전자,3.52,2.58,2.21,1.86,1.96,1.76,1.54,1.36,1.5,1.42,1.59,1.14,1.11,21.89,23.27,19.95,16.73,17.69,9.03,7.92,6.99,7.71,40.67,45.47,32.56,31.65
290560,신시웨이,IT 서비스,,,,,,,,,,1.84,1.41,1.17,1.21,,,,,,,,,,,,,
290650,엘앤씨바이오,제약,12.5,10.17,7.36,6.34,6.15,7.37,8.49,7.28,5.78,3.22,3.06,2.89,3.57,66.87,61.5,44.5,38.35,37.18,159.09,183.26,157.2,124.89,9.79,9.31,8.77,10.85
290660,네오펙트,의료·정밀기기,3.68,3.97,3.08,2.44,2.29,4.22,3.98,3.75,3.61,1.5,1.27,1.19,1.09,,,,,,,,,,,,,
290670,대보마그네틱,전기·전자,8.92,6.3,6.51,8.15,8.68,6.07,4.27,2.79,2.78,2.69,2.08,1.59,1.64,,71.92,74.41,93.1,99.15,22.09,15.53,10.15,10.14,,,,
290690,소룩스,전기·전자,0.75,0.61,0.47,0.41,0.4,1.02,1.25,20.32,41.51,5.51,4.7,4.14,2.52,5.92,7.03,5.43,4.71,4.59,,,,,,,,
290720,푸드나무,유통,1.65,1.64,1.32,2.51,2.33,2.28,2.38,2.22,2.06,2.5,2.07,1.85,1.5,14.55,341.9,274.07,516.72,481.54,,,,,,,,
290740,액트로,전기·전자,1.11,1.04,0.89,0.8,0.82,1.14,1.07,1.07,1.12,1.02,0.89,0.73,0.79,39.65,27.26,23.51,21.11,21.62,,,,,12.1,10.57,8.64,9.41
291230,엔피,일반서비스,,12.61,8.99,6.89,8.43,6.91,4.79,4.08,4.84,3.82,3.41,3.07,2.8,,,,,,,,,,,,,
291650,압타머사이언스,일반서비스,1.45,1.39,1.28,0.99,2.14,2.06,2.03,1.86,1.72,2.75,2.73,2.48,1.37,,,,,,,,,,,,,
291810,핀텔,IT 서비스,,,,13.96,14.2,3.88,3.27,2.29,2.01,1.7,1.32,1.06,1.09,,,,,,,,,,,,,
293480,하나제약,제약,1.46,1.33,1.17,1.04,1.06,0.94,0.91,0.89,0.89,0.82,0.75,0.69,0.65,22.13,11.51,10.18,9.05,9.18,10.4,10.06,9.78,9.83,10.16,9.28,8.53,8.09
293490,카카오게임즈,IT 서비스,5.46,2.23,1.87,1.53,1.66,1.89,1.43,1.23,1.19,1.24,1.06,1.02,0.94,53.18,8.57,7.17,5.86,6.39,,,,,,,,
293580,나우IB,금융,0.12,0.11,0.09,0.09,0.14,1.27,1.21,1.26,1.1,1.0,1.05,1.01,1.18,1.21,0.73,0.62,0.65,0.96,14.37,13.73,14.22,12.43,47.55,49.89,48.01,56.08
293780,압타바이오,일반서비스,8.13,6.59,6.16,4.83,3.82,4.6,4.28,3.51,2.99,2.7,4.39,3.09,3.17,,,,,,,,,,,,,
294140,레몬,화학,5.41,11.53,13.57,9.51,13.71,45.26,27.32,16.07,13.53,4.06,5.38,4.53,3.97,25.62,,,,,,,,,,,,
294570,쿠콘,IT 서비스,6.84,3.27,2.44,2.25,2.46,2.22,1.79,1.56,1.61,1.37,1.15,1.13,1.39,24.03,56.61,42.28,39.02,42.59,77.8,62.84,54.67,56.6,24.77,20.85,20.36,25.16
294630,서남,전기·전자,5.5,6.4,6.02,4.89,4.62,8.71,13.53,11.85,15.45,10.85,8.34,7.44,7.02,,,,,,,,,,,,,
294870,HDC현대산업개발,건설,0.42,0.31,0.27,0.24,0.25,0.28,0.24,0.3,0.39,0.37,0.47,0.43,0.4,4.77,5.11,4.42,3.96,4.03,15.9,13.61,17.16,22.64,6.47,8.31,7.48,6.94
295310,에이치브이엠,금속,,,,,,,,,,6.28,4.12,6.34,7.82,,,,,,,,,,,,,
296640,이노룰스,IT 서비스,,,,3.74,3.83,1.61,1.38,1.15,1.25,1.27,1.05,1.0,1.06,,,,16.07,16.44,19.62,16.85,13.96,15.19,1080.43,890.14,851.12,897.88
297090,씨에스베어링,기계·장비,1.39,3.03,3.94,3.13,3.6,3.66,3.94,3.1,2.69,2.55,1.93,1.52,1.83,12.43,,,,,,,,,,,,
297570,알로이스,전기·전자,4.2,2.97,2.59,2.2,2.44,1.8,1.69,1.57,1.62,1.09,0.88,0.8,0.63,24.09,13.51,11.76,10.02,11.11,9.25,8.67,8.07,8.29,9.1,7.34,6.67,5.22
297890,HB솔루션,기계·장비,0.95,0.66,0.57,0.55,0.55,0.45,2.36,2.14,2.25,2.1,1.59,1.03,0.88,,8.13,7.0,6.78,6.77,1.5,7.92,7.17,7.54,6.14,4.64,3.0,2.57
298000,효성화학,화학,2.26,1.42,1.07,0.74,0.8,2.95,2.65,2.43,2.0,3.77,3.08,2.39,2.38,,10.09,7.64,5.27,5.7,,,,,,,,
298020,효성티앤씨,화학,3.42,1.21,0.95,0.98,1.27,1.42,1.22,1.25,1.1,1.22,1.04,0.91,0.78,14.98,2.23,1.74,1.81,2.35,150.12,129.14,131.87,115.6,16.75,14.21,12.39,10.69
298040,효성중공업,전기·전자,0.59,0.59,0.63,0.71,0.7,0.8,1.59,1.73,1.88,3.0,2.74,3.6,3.96,,9.55,10.14,11.43,11.35,76.49,151.66,165.26,179.58,27.98,25.54,33.52,36.89
298050,HS효성첨단소재,화학,6.94,3.52,2.85,2.61,2.96,2.78,2.81,2.38,2.17,2.34,2.0,1.41,1.25,26921.37,8.47,6.86,6.28,7.14,15.7,15.84,13.45,12.23,44.62,38.19,26.95,23.79
298060,에스씨엠생명과학,제약,2.17,2.32,2.04,1.55,2.17,3.94,2.81,1.74,2.01,2.84,2.31,2.01,1.42,,,,,,,,,,,,,
298380,에이비엘바이오,제약,13.68,20.35,19.4,18.13,17.9,15.27,13.05,13.26,16.09,15.35,19.14,21.27,23.69,,,,,,331.51,283.39,287.91,349.52,,,,
298540,더네이쳐홀딩스,섬유·의류,2.83,2.09,1.93,1.9,1.9,1.42,1.18,1.04,0.83,0.66,0.53,0.46,0.44,10.57,7.87,7.27,7.17,7.18,5.71,4.75,4.2,3.32,4.24,3.36,2.94,2.78
298690,에어부산,운송·창고,5.55,7.88,1.96,1.27,2.21,3.17,2.82,2.58,2.71,1.72,1.55,1.47,1.41,,,,,,,,,,3.39,3.05,2.9,2.78
298830,슈어소프트테크,IT 서비스,,,,,,,,,,3.64,3.2,3.1,3.38,,,,,,,,,,57.05,50.19,48.6,52.9
299030,하나기술,기계·장비,8.38,6.27,6.46,6.77,6.33,7.06,11.46,7.62,5.97,3.93,2.18,1.7,1.59,,,,,,339.27,551.02,366.25,286.72,,,,
299170,더블유에스아이,유통,2.93,2.22,1.8,1.78,1.87,1.65,1.56,1.53,1.69,1.42,1.28,1.05,1.27,,10.0,8.1,8.04,8.44,14.37,13.58,13.31,14.66,19.78,17.89,14.63,17.72
299660,셀리드,일반서비스,5.43,4.18,3.85,2.66,2.14,2.7,2.25,1.54,1.63,1.01,1.85,1.77,1.56,,,,,,,,,,,,,
299900,위지윅스튜디오,오락·문화,4.66,1.64,1.24,0.97,0.96,3.71,2.8,2.91,2.95,1.62,1.16,1.15,1.01,,,,,,,,,,7.12,5.07,5.04,4.41
299910,애닉,,1.8,,,,,,,,,19.66,19.66,19.66,14.7,,,,,,,,,,,,,
300080,플리토,IT 서비스,3.78,3.57,3.8,3.25,2.95,4.44,4.66,3.72,5.04,11.3,7.92,6.63,7.98,,,,,,,,,,,,,
300120,라온피플,IT 서비스,1.34,1.27,2.41,1.78,2.78,2.55,2.78,2.5,2.75,2.93,2.31,1.9,1.97,,,,,,,,,,,,,
300720,한일시멘트,비금속,1.05,0.91,0.69,0.57,0.56,0.61,0.58,0.6,0.58,0.58,0.62,0.62,0.69,10.79,15.86,11.95,10.02,9.8,11.17,10.7,11.04,10.63,5.37,5.76,5.82,6.41
301300,바이브컴퍼니,IT 서비스,3.99,3.34,2.44,1.62,2.39,10.44,8.62,6.72,7.57,1.13,0.87,0.74,0.87,,,,,,,,,,2.3,1.77,1.51,1.77
302430,이노메트리,기계·장비,3.08,2.31,1.98,2.27,2.57,2.64,2.76,2.03,1.96,1.73,1.52,1.29,1.25,,31.92,27.43,31.42,35.58,55.12,57.59,42.28,40.82,14.21,12.44,10.6,10.26
302440,SK바이오사이언스,제약,38.63,6.04,5.56,3.88,3.5,3.44,3.31,2.93,2.82,2.53,2.47,2.34,2.09,310.01,26.1,24.03,16.79,15.14,48.91,46.98,41.68,40.12,193.01,188.32,178.14,159.23
302550,리메드,의료·정밀기기,1.09,0.91,0.65,0.57,0.64,0.54,0.75,3.42,3.02,3.12,3.06,3.61,3.35,,31.5,22.61,19.71,22.11,4.05,5.62,25.47,22.54,120.88,118.23,139.78,129.63
303030,지니틱스,전기·전자,3.25,3.37,2.86,2.08,1.97,3.09,2.45,2.35,2.94,3.78,3.48,2.32,2.24,,,,,,,,,,,,,
303360,프로티아,의료·정밀기기,,,,,,4.53,2.5,2.07,2.07,1.63,1.64,1.51,1.7,,,,,,57.64,31.8,26.32,26.38,78.29,79.0,72.64,81.66
303530,이노뎁,IT 서비스,5.77,3.24,2.5,2.2,2.78,2.62,2.09,1.81,2.22,1.92,1.49,1.31,1.29,20.45,,,,,187.52,149.96,129.91,158.74,73.48,56.93,50.15,49.47
304100,솔트룩스,IT 서비스,2.6,2.28,1.75,1.6,5.29,6.16,7.98,6.12,6.44,3.83,2.61,3.54,4.23,252.26,,,,,,,,,,,,
304360,에스바이오메딕스,제약,,,,,,,,,,56.95,55.09,40.9,37.98,,,,,,,,,,,,,
304840,피플바이오,제약,14.51,6.76,6.0,7.84,8.53,32.98,26.97,15.79,12.59,3.47,4.15,4.29,3.21,,,,,,,,,,,,,
305090,마이크로디지탈,의료·정밀기기,7.35,8.22,6.31,4.65,6.05,23.89,20.88,20.1,17.62,15.07,21.96,23.32,19.02,,,,,,,,,,220.17,320.71,340.53,277.79
306040,에스제이그룹,섬유·의류,2.78,2.32,1.94,1.52,1.54,1.05,0.83,0.72,0.64,0.5,0.46,0.39,0.33,14.64,10.48,8.75,6.86,6.98,4.64,3.68,3.21,2.84,5.24,4.77,4.1,3.4
306200,세아제강,금속,0.49,0.65,0.67,0.6,0.56,0.49,0.5,0.44,0.45,0.37,0.34,0.33,0.44,8.77,4.86,5.0,4.49,4.15,2.53,2.58,2.28,2.34,1.97,1.8,1.73,2.34
306620,네온테크,기계·장비,4.93,5.07,4.48,3.75,3.64,3.08,2.64,2.21,2.42,2.9,2.12,2.31,2.63,,,,,,,,,,,,,
307180,아이엘,전기·전자,11.97,12.21,10.79,8.32,8.62,5.59,5.56,4.68,4.59,13.18,14.13,13.32,12.89,,,,,,44.33,44.1,37.11,36.38,,,,
307280,원바이오젠,제약,5.22,12.59,10.71,11.07,12.34,13.45,13.34,10.42,11.21,9.41,8.25,6.91,6.21,,,,,,114.76,113.79,88.95,95.65,54.4,47.71,39.98,35.89
307750,국전약품,제약,11.57,4.77,5.07,4.43,3.65,3.37,3.56,3.2,3.26,2.82,2.46,1.99,1.78,,88.84,94.44,82.52,68.07,34.59,36.54,32.81,33.4,56.52,49.3,39.98,35.79
307870,비투엔,IT 서비스,,4.46,3.63,3.35,3.64,3.78,5.61,3.61,3.14,3.95,5.88,2.58,2.36,,,,,,,,,,,,,
307930,컴퍼니케이,금융,2.28,1.75,1.26,1.12,1.41,1.19,1.36,1.04,1.51,1.45,1.17,1.11,1.11,13.52,6.88,4.95,4.43,5.54,14.23,16.23,12.42,18.03,,,,
